time, EO_temp, EO_humi, SI_temp, SI_humi, SO_temp, SO_humi, EI_temp, EI_humi, EP_temp, EP_humi
475,23.34527751,69.10429199,,69.35,0.2,-5,-0.286568749,-5.1559093,21.9,97
476,22.76965326,69.52752429,23.24,69.74,0.26,-5,-0.119111052,-5.290741861,21.9,97
477,22.47661156,69.73127757,22.46,69.69,1.04,-5,1.27495084,-5.369742632,21.8,97
478,23.61624009,69.81527943,23.13,70.03,0.37,-5,0.311941261,-5.390796423,21.8,97
479,23.56493333,69.86142712,23.93,70.06,-0.43,-5,-0.235459619,-4.750053227,21.9,97
480,22.99648705,70.53908847,23.19,70.76,0.31,-5,0.762528298,-5.039156795,22,97
481,23.55971793,70.79211398,23.15,70.47,0.35,-5,0.372356391,-4.852417409,15.8,97
482,22.38013074,71.18127377,22.53,71.44,0.97,-5,0.867650957,-4.803893924,15.3,97
483,21.83175555,71.5411251,21.96,71.34,1.54,-5,1.073872247,-5.29829216,15,97
484,21.53927668,71.33460792,21.32,71.2,2.18,-5,2.176162951,-5.261073232,14.9,96
485,22.3875843,71.0066131,22.08,71.33,1.42,-5,1.129677994,-5.498488188,15,97
486,22.03974543,70.70680229,21.81,70.86,1.69,-5,1.213682177,-5.414991498,14.6,87
487,21.76547852,68.55045034,21.76,69.01,1.74,-5,1.250660946,-4.803216457,13.9,83
488,21.44304377,66.63714381,21.26,66.93,2.24,-5,2.523799827,-4.631381869,13.6,75
489,22.39823484,63.67833318,22.11,63.87,1.39,-5,1.823190048,-4.620625496,14.6,70
490,22.66177792,60.32204105,22.67,60.79,0.83,-5,0.9568273,-4.76088357,16,60
491,22.28624963,55.49674927,22.01,55.92,1.49,-5,1.05991905,-4.973385811,17.9,56
492,22.46891876,50.6240136,22.62,50.96,0.88,-5,0.97907943,-4.570841968,18.9,42
493,22.73421444,44.32836892,22.37,44.6,1.13,-1.2,1.409541731,-1.508755875,20.1,37
494,23.61691328,41.35393926,23.28,41.45,0.22,1.95,-0.261320977,1.934455526,20.9,33
495,22.81220965,41.61760693,22.67,41.7,0.83,1.7,1.141581075,1.339239132,22,33
496,23.79134879,41.23332468,23.33,41.2,0.17,2.2,-0.138345139,2.134243977,23,29
497,23.4947339,40.92090372,23.11,40.63,0.39,2.77,0.169206455,2.745886762,23,33
498,23.56499357,42.08260974,23.85,41.9,-0.35,1.5,-0.53431896,1.603634059,22.4,39
499,22.7976759,43.06972185,22.78,42.68,0.72,0.72,1.132073851,0.590311916,21.7,40
500,23.71021457,43.0460894,24.01,42.9,-0.51,0.5,-0.556037614,0.555337727,18.8,52
501,22.17213404,45.39220924,21.95,45.35,1.55,-1.95,1.787084627,-2.113982868,16.7,61
502,22.86479186,46.39978453,23.11,46.46,0.39,-3.06,0.118924274,-3.476160285,15.4,61
503,21.49075776,45.84366734,21.17,45.78,2.33,-2.38,2.251416998,-2.222689753,14.8,59
504,22.40402321,46.25224412,22.46,46.65,1.04,-3.25,0.870440938,-2.956744909,14.6,54
505,21.7136595,44.84505038,21.61,45.32,1.89,-1.92,2.025653436,-1.794461472,19.1,84
506,23.21658104,50.88157883,23.02,51.02,0.48,-5,0.054346721,-5.27711606,18.8,84
507,22.38761155,52.22814701,22.47,52.68,1.03,-5,0.921365886,-5.169008672,18.7,83
508,22.57145513,53.21350893,22.6,53.2,0.9,-5,1.257134879,-4.748997331,18.4,86
509,22.99429898,55.02180982,22.95,54.91,0.55,-5,0.391476202,-5.449325919,18.3,84
510,22.44691539,55.36812193,22.48,55.32,1.02,-5,1.206812341,-4.79914999,18.4,84
511,22.84434465,56.29534756,,56.37,1.02,-5,0.840413649,-4.743505657,18.6,84
512,22.83588937,57.09277239,22.34,57.19,1.16,-5,0.834933672,-4.805739701,18.9,85
513,22.88364517,57.86847821,22.71,57.83,0.79,-5,0.709712007,-5.303222418,19.3,83
514,22.87662814,57.59156015,22.8,57.31,0.7,-5,0.978305948,-4.582296431,19.8,79
515,23.23960846,57.29095169,23.59,56.87,-0.09,-5,-0.322540071,-4.843800604,21.4,71
516,22.5491467,55.18896075,22.68,55.01,0.82,-5,0.520969338,-4.920051455,22.8,66
517,23.1202867,52.43111714,23.12,52.19,0.38,-5,0.681227868,-5.379247248,23.2,64
518,23.81745722,49.36564647,23.81,48.93,-0.31,-5,-0.610980568,-4.684160531,24,56
519,23.24298521,46.00835664,23.14,46.31,0.36,-2.91,0.826144204,0,24.3,58
520,24.28053237,48.40668531,24.17,48.58,-0.67,-5,-0.76191221,-5.069852293,24.3,52
521,23.52251369,44.05549596,23.88,43.99,-0.38,-0.59,-0.093913977,-0.314646389,24.7,47
522,23.66409697,44.32975038,23.57,44.71,-0.07,-1.31,-0.47065515,-1.670293984,24.1,41
523,23.28062243,41.99350632,23.43,41.91,0.07,1.49,0.238498456,1.003798177,23.6,42
524,23.5829964,42.99860323,23.42,42.84,0.08,0.56,0.569325047,0.728246806,21.2,52
525,23.67572217,45.52712939,23.47,45.09,0.03,-1.69,-0.084294112,-1.375614169,19.1,64
526,22.67628362,47.84608934,23.1,47.64,0.4,-4.24,-0.070570982,-4.260748973,18.2,69
527,21.71045592,47.8161225,21.5,47.89,2,-4.49,2.183098018,-4.003138354,17.3,76
528,23.01146275,49.44975965,22.55,49.3,0.95,-5,0.695455921,-5.377255797,16.4,80
529,22.38462612,50.18255192,22.26,50.19,1.24,-5,0.91900902,-4.807381272,21.2,60
530,23.06670992,47.33866026,22.6,47.22,0.9,-3.82,0.451184058,-4.2565502,20.6,63
531,23.02455199,46.21437801,23.52,45.8,-0.02,-2.4,-0.346908529,-2.172226036,20.1,65
532,22.09273306,47.79927637,21.95,47.63,1.55,-4.23,1.544143605,-3.919842403,19.6,68
533,23.13833006,47.9195787,23.42,48.22,0.08,-4.82,-0.051312966,-4.368680425,19.2,68
534,22.29935108,47.56698253,21.92,47.35,1.58,-3.95,1.087939994,-4.120415282,18.7,73
535,22.66742086,48.53317074,23.05,48.24,0.45,-4.84,0.170056176,-4.621229556,18.5,73
536,22.00399286,48.80530704,21.54,49.16,1.96,-5,2.065795562,-4.657382131,19.3,63
537,23.52898985,46.9868635,23.93,46.97,-0.43,-3.57,-0.482415907,-3.848609514,21.2,59
538,22.58077597,45.54088129,22.96,45.48,0.54,-2.08,0.618089714,-1.679928916,22.9,56
539,23.26271049,45.95277611,22.96,45.97,0.54,-2.57,0.625720181,-2.072887785,24.3,53
540,24.09588858,45.28933311,23.61,45.35,-0.11,-1.95,-0.422365055,-1.938994062,25.8,52
541,24.01434581,44.69247242,24.33,44.95,-0.83,-1.55,-0.377412455,-1.168195891,27.3,51
542,24.29406419,44.78578205,24.02,44.4,-0.52,-1,-0.436716874,-1.114204228,27.3,52
543,24.45853448,45.11442141,23.96,45.3,-0.46,-1.9,-0.171323082,-1.973903322,27.4,50
544,24.8755045,44.11763381,24.67,44.3,-1.17,-0.9,-1.271833105,-1.059199595,27.6,49
545,24.14857049,44.03490745,24.1,44.29,-0.6,-0.89,-0.683071768,-1.240821555,27.9,47
546,24.21578463,43.3871044,24.45,43.69,-0.95,-0.29,-1.328236055,-0.158445635,27.4,48
547,23.52439165,44.15123789,23.62,44.05,-0.12,-0.65,0.329459136,-0.411411726,26.6,52
548,24.46897245,45.30957858,24.34,45.78,-0.84,-2.38,-0.665521827,-2.259962087,24.9,56
549,23.88965614,45.18770078,23.91,45,-0.41,-1.6,-0.828755651,-1.55529598,23.4,64
550,22.96296926,47.39486464,22.67,47.23,0.83,-3.83,0.398477511,-3.78205307,22.1,72
551,23.18885292,48.53383865,23.21,48.04,0.29,-4.64,0.465578833,-4.900214388,20.8,78
552,23.17666117,49.52685653,23.49,49.22,0.01,-5,-0.121677091,-4.953826964,20.1,77
553,22.43965184,50.06765826,22.39,50.22,1.11,-5,0.833397493,-5.019213796,19.3,76
554,22.64511897,50.23491281,22.99,50.52,0.51,-5,0.547782073,-4.566590786,18.9,77
555,22.44387725,51.02133946,22.94,50.91,0.56,-5,0.478618858,-5.428784728,18.4,75
556,22.11372066,50.38828684,22.6,49.93,0.9,-5,0.639130974,-4.637925506,18.5,73
557,22.0301075,50.27270397,22.28,50.71,1.22,-5,1.595728726,-5.345070243,18.7,74
558,22.95981472,49.67309293,22.67,49.29,0.83,-5,0.902035193,-5.373853803,18.6,76
559,22.98988697,49.56462054,22.71,50.01,0.79,-5,0.567349412,-4.711145282,18.7,75
560,22.69925899,49.94055115,22.91,50.06,0.59,-5,0.199044373,-5.089905202,19.4,69
561,22.23845157,48.66253572,22.6,48.32,0.9,-4.92,0.427861118,-5.340272171,20.7,65
562,22.35862237,46.5897564,21.94,46.76,1.56,-3.36,1.54218888,-3.549697802,22.6,59
563,23.94908678,45.52210732,23.48,45.38,0.02,-1.98,0.402984221,-1.642521303,23,57
564,24.16225364,46.17516455,24.47,45.98,-0.97,-2.58,-1.069177182,-2.454619663,24.5,51
565,23.16062573,44.68551198,22.75,44.93,0.75,-1.53,1.248852313,-1.689739852,24.5,56
566,24.6773529,45.25866973,24.27,45.03,-0.77,-1.63,-0.504770179,-1.534887736,24.9,52
567,24.21711214,45.07204805,23.93,45.11,-0.43,-1.71,-0.552191131,-1.614644668,26.6,50
568,24.14149858,44.44299377,23.93,44.02,-0.43,-0.62,-0.39149534,-0.858945603,25.5,50
569,24.02170352,44.69544941,24.2,44.24,-0.7,-0.84,-0.794173789,-0.704234924,25.8,50
570,23.58318903,45.05212461,23.74,44.98,-0.24,-1.58,-0.237630894,-1.890191035,25.6,57
571,23.74892033,45.55150865,23.43,45.85,0.07,-2.45,-0.201369159,-2.36039896,23.4,63
572,23.47776711,46.68080796,23.16,46.45,0.34,-3.05,0.088567641,-3.187672961,22.8,64
573,23.43078132,46.95697341,23.56,46.68,-0.06,-3.28,0.202890339,-3.12846437,22.1,65
574,23.3675154,47.43711436,23.44,47.83,0.06,-4.43,-0.418305757,-4.759542875,21.8,67
575,22.63570656,46.59014861,22.89,46.89,0.61,-3.49,0.998060987,-3.571299245,21.6,66
576,23.42662624,46.90081964,23.45,47.01,0.05,-3.61,-0.061419141,0,21.5,62
577,22.97988185,49.92065571,23.2,49.8,0.3,-5,0.737467575,-5.006661952,19.7,71
578,23.06137305,49.12986262,23.04,48.98,0.46,-5,0.539857171,-4.808086574,19.6,73
579,22.90895561,49.09580352,23.26,49.04,0.24,-5,0.733944883,-5.443360806,19.6,78
580,22.98110937,49.43328201,22.56,48.97,0.94,-5,0.679911377,-4.683135211,19.4,79
581,22.94479888,50.6634904,22.89,50.88,0.61,-5,1.066459403,-5.33400929,19.1,82
582,23.2422985,51.59678303,23.2,51.21,0.3,-5,0.008326817,-4.534436464,19.1,83
583,22.42216562,53.34298996,22.22,53.79,1.28,-5,1.707678704,-5.267627597,19.4,83
584,23.5254112,54.00676437,24.01,53.58,-0.51,-5,-0.236365149,-5.149998486,20,77
585,22.58396381,53.45541301,22.41,53.82,1.09,-5,1.325428631,-4.981593609,20.6,77
586,23.51259968,53.1827368,23.62,53.61,-0.12,-5,-0.229765291,-4.967716753,21.1,73
587,22.80031445,52.17847269,23.1,51.72,0.4,-5,-0.035703993,-5.470224917,22.2,70
588,22.64454757,50.27255323,22.35,50.16,1.15,-5,0.763899231,-4.646651208,23.7,56
589,23.61953729,46.77139138,23.3,46.44,0.2,-3.04,0.573893857,-2.612051704,25.2,53
590,24.50952369,45.4050614,24.47,44.99,-0.97,-1.59,-0.941618474,-2.07477459,26.2,51
591,23.90600048,44.44927453,23.77,44.49,-0.27,-1.09,-0.395493646,-1.5620698,27.5,47
592,24.22930673,43.39734982,24.41,43.05,-0.91,0.35,-0.604255471,0.618215299,27.9,45
593,24.35918992,44.33609516,24.56,44.48,-1.06,-1.08,-1.402806816,-0.909551637,28.2,48
594,23.72454512,44.15932449,23.42,43.87,0.08,-0.47,0.165421503,-0.353575797,28,50
595,24.7450576,44.97388379,24.53,45.29,-1.03,-1.89,-1.35150805,-1.401184394,27,55
596,23.84453803,45.57792264,24.13,45.18,-0.63,-1.78,-0.288782661,-1.795265644,25.6,61
597,23.90684776,46.86707247,24.28,46.68,-0.78,-3.28,-0.770064204,-3.496123879,23.3,68
598,23.015414,47.5975341,23.06,47.76,0.44,-4.36,0.536893907,-4.856787786,21.6,74
599,23.26922511,48.02123949,22.95,48.48,0.55,-5,0.559423792,-4.862586796,20.6,78
600,23.29480388,49.1544048,22.89,49.14,0.61,-5,0.782315776,-4.787850678,20.1,82
601,23.43815888,50.93567316,23.2,50.73,0.3,-5,0.159106421,-4.728858888,20.5,94
602,23.00963353,54.81967964,23.05,54.63,0.45,-5,0.543897164,-4.5568434,20,96
603,22.95160398,58.49890031,23.33,58.66,0.17,-5,0.072909815,-4.564618051,19.6,97
604,22.354193,61.6345022,22.3,61.2,1.2,-5,1.283713233,-4.720760524,19.4,97
605,23.04706764,63.98684123,22.69,63.99,0.81,-5,0.585687158,-4.891840637,19.2,97
606,22.86334127,65.69763235,22.55,65.55,0.95,-5,1.375765336,-4.978802323,19.1,97
607,23.48643835,66.97930356,23.21,,0.29,-5,-0.054961584,-4.689467967,19.2,97
608,22.5741891,68.29397488,22.85,68.52,0.65,-5,0.829087341,-5.044529617,19.3,98
609,22.74843862,69.19065029,22.63,68.98,0.87,-5,1.280211742,-4.662129343,19.7,97
610,23.41896264,70.09039089,23.62,70.11,-0.12,-5,-0.304664965,-4.888614476,20,96
611,22.43050514,70.38369823,22.08,70.64,1.42,-5,1.598225994,-4.791672468,21.4,85
612,23.82263011,68.51528612,24.13,68.95,-0.63,-5,-0.32576031,-4.749342322,23.4,73
613,23.41234378,64.66288657,23.7,64.32,-0.2,-5,-0.082602751,-4.694316804,24.1,73
614,23.46727227,61.63599245,23.69,61.48,-0.19,-5,-0.504354539,-4.548133433,24.9,69
615,23.24946328,58.56066053,23.55,58.76,-0.05,-5,-0.40766232,-5.138722837,24.7,72
616,23.1319083,56.10980559,23.5,56.14,0,-5,0.34005785,-5.275723636,25.5,68
617,23.94558449,53.21212083,23.99,53.69,-0.49,-5,-0.913294187,-4.710525453,25,74
618,23.24317341,52.65917121,23.27,52.69,0.23,-5,0.319137793,-5.146893263,25.1,70
619,23.93367652,50.98044371,23.54,51.02,-0.04,-5,0.244515321,-5.193731666,25,69
620,24.39145654,49.3906233,24.12,49.07,-0.62,-5,-0.258986826,-4.560522735,24.9,70
621,24.2341784,48.95197591,24.69,49.05,-1.19,-5,-0.775343659,-4.534686208,24.2,72
622,23.45199906,49.02689452,23.94,48.95,-0.44,-5,-0.535255136,-4.758121848,23.3,71
623,22.88634411,48.66339377,23.09,48.34,0.41,-4.94,0.818521533,-5.296290936,22.7,77
624,23.66759682,49.03442408,23.48,49.27,0.02,-5,0.067778547,-4.854310513,22.3,83
625,23.46185601,50.97322875,23.41,51.28,0.09,-5,0.295090225,-5.354332626,25.9,79
626,24.24457503,51.22425037,24.08,51.07,-0.58,-5,-0.624496119,-5.120391488,25.4,79
627,23.8511639,51.65900881,23.51,51.85,-0.01,-5,0.327731779,-5.168487668,25.1,82
628,24.4286629,52.55871938,24.19,52.38,-0.69,-5,-0.798197629,-4.950385213,24.9,83
629,23.72473269,53.69659029,24.04,54.02,-0.54,-5,-0.311171629,-4.533623576,24.7,82
630,23.60861452,54.82364866,23.8,54.96,-0.3,-5,-0.281630147,-5.404076636,24.2,86
631,23.44526147,55.65484229,23.61,55.39,-0.11,-5,0.144306257,-4.697353423,24,84
632,23.70051544,56.62652041,23.51,56.83,-0.01,-5,0.11838757,-5.32920295,24.6,78
633,23.99879992,55.57201338,24.4,55.25,-0.9,-5,-0.914850676,-5.182316482,26.4,64
634,23.56418926,52.07529422,23.68,51.92,-0.18,-5,-0.525186114,-5.038877368,27.4,68
635,23.80616529,50.22135801,23.65,50.14,-0.15,-5,-0.154462242,-5.205670238,28.5,65
636,24.59046999,47.97141617,24.69,47.81,-1.19,-4.41,-1.529622736,-4.101859007,30,60
637,24.14275326,46.27527393,23.76,46.41,-0.26,-3.01,-0.570160398,-3.297690938,30.5,58
638,24.84404221,45.3225282,24.75,45.17,-1.25,-1.77,-0.977891147,-2.122231205,31,60
639,25.09734262,46.13579136,24.78,45.9,-1.28,-2.5,-1.445163457,-2.249489665,31.3,58
640,24.89271064,46.25914342,24.49,45.92,-0.99,-2.52,-0.892044058,-2.214588721,31.1,57
641,25.24212445,46.19272602,24.85,46.69,-1.35,-3.29,-1.721281326,-3.585213223,31.6,57
642,24.79241824,44.76896759,24.56,44.97,-1.06,-1.57,-1.020125923,-1.411673791,31.2,56
643,25.05380867,45.60350028,24.58,45.71,-1.08,-2.31,-1.568460541,-2.097832558,30,60
644,24.47458639,46.38496767,24.61,46.19,-1.11,-2.79,-1.260579393,-2.399169781,28.2,64
645,23.95908972,47.50880435,24.44,47.07,-0.94,-3.67,-1.436576786,-3.964020534,27.1,67
646,23.15069499,47.44302295,22.73,47.94,0.77,-4.54,0.365665216,-4.546346881,26.2,70
647,24.12622121,47.40807148,24.1,47.19,-0.6,-3.79,-0.165243542,-3.621665933,25.1,73
648,24.15573342,48.90479125,24.08,48.48,-0.58,-5,-0.138340907,-4.557185352,24.7,74
649,24.12624583,49.36664765,24.53,49.03,-1.03,-5,-1.218091516,-4.72529614,24.6,96
650,23.00290515,53.96802198,23.21,53.96,0.29,-5,0.370515921,-5.352544248,24.6,96
651,23.69284004,57.02187333,23.77,57.2,-0.27,-5,-0.043895204,-4.730783999,24.5,96
652,23.81037683,60.08671467,23.91,59.73,-0.41,-5,-0.771128271,-5.250213921,24.5,97
653,23.17717319,62.21915781,22.87,62.7,0.63,-5,0.239677911,-5.247087598,24.5,97
654,23.68141646,63.92823865,23.43,64.36,0.07,-5,-0.135396771,-5.172888398,24.5,97
655,23.7097364,65.36970252,24.05,65.44,-0.55,-5,-0.22465055,-5.10902518,24.5,97
656,23.64313857,66.58673684,24.14,66.12,-0.64,-5,-0.507335021,-4.708076119,24.6,97
657,23.32717583,67.96131335,23.82,67.51,-0.32,-5,-0.03668601,-4.807846606,25.1,97
658,23.64505466,68.96120408,23.43,68.79,0.07,-5,-0.132889919,-5.033415854,25.6,96
659,23.90315381,69.33554741,24.09,69.28,-0.59,-5,-0.65652844,-5.35295248,26.3,91
660,23.72599461,68.31548544,23.59,68.56,-0.09,-5,0.249312851,-4.99493295,27.2,82
661,24.67010854,66.05745541,24.5,65.72,-1,-5,-0.852482796,-4.979898095,28.1,73
662,24.50360403,62.46606623,24.61,62.82,-1.11,-5,-0.700723872,-4.94417423,28.7,69
663,24.64215935,58.82867875,24.17,59.24,-0.67,-5,-1.026090784,-4.851201534,29.2,67
664,24.5276367,55.61174147,24.29,55.83,-0.79,-5,-0.737743356,-5.498478174,29.4,68
665,24.764366,52.590915,24.98,52.75,-1.48,-5,-1.520992379,-4.551767945,28.7,70
666,24.03050042,51.52096406,23.99,51.55,-0.49,-5,-0.396886041,-5.340587914,28.7,71
667,24.5675143,50.07618333,24.07,49.88,-0.57,-5,-0.79625941,-4.746668816,28.4,75
668,24.53775203,50.31427785,24.6,50.12,-1.1,-5,-0.921434498,-4.85700655,28.2,72
669,24.34876712,49.79441573,24.06,49.75,-0.56,-5,-0.128259358,-5.406750858,27.7,76
670,24.89075434,49.62878173,24.56,49.96,-1.06,-5,-1.133045075,-5.217350721,27.3,78
671,24.2395584,50.08567466,24.52,50.21,-1.02,-5,-0.737465937,-4.72959739,27.1,79
672,24.07418078,51.13894234,24.35,50.99,-0.85,-5,-0.762700474,-4.874803364,26.9,79
673,23.87664415,51.83635051,23.56,51.42,-0.06,-5,0.192966881,-5.4034549,26.2,79
674,24.5342822,51.8656255,24.58,51.52,-1.08,-5,-0.872842805,-4.646178007,25.7,80
675,23.89458296,52.8463224,,52.47,-1.08,-5,-1.007114069,-4.773025513,25.2,82
676,23.1485523,53.9040324,22.72,53.99,0.78,-5,1.246094851,-4.502571225,24.7,84
677,24.70493669,55.4206547,24.55,55.85,-1.05,-5,-0.765216219,-5.456282079,24.3,83
678,23.85873313,55.48024168,23.65,55.24,-0.15,-5,-0.229610586,-5.337073684,23.9,83
679,23.63737592,55.64711966,23.5,56.12,0,-5,-0.065967321,-5.087423503,23.7,83
680,23.58393341,56.03027222,24.06,55.55,-0.56,-5,-0.674470005,-4.659021735,24.2,74
681,23.03267673,54.96519604,23.18,54.72,0.32,-5,0.364641674,-5.093335867,25.8,71
682,23.95078305,53.07882097,24.24,52.64,-0.74,-5,-1.161280384,-5.372026145,27.2,59
683,23.43934606,48.89103063,22.98,49.09,0.52,-5,0.546916623,-4.934031844,28.9,61
684,25.07839347,46.37879266,24.79,46.71,-1.29,-3.31,-1.256069579,-3.306082723,30.2,53
685,24.8466452,44.3969514,24.39,44.53,-0.89,-1.13,-1.04690738,-1.022008483,31.2,51
686,25.07040878,44.69555264,24.81,44.34,-1.31,-0.94,-1.166788874,-1.188834074,32.1,51
687,25.30953815,44.76760804,24.92,44.9,-1.42,-1.5,-1.236084325,-1.36360836,32.7,49
688,25.55154619,44.25047807,,44.19,-1.42,-0.79,-1.004856093,-0.815926709,32.9,46
689,26.01638086,43.78445575,25.98,43.48,-2.48,-0.08,-2.15483288,-0.269028621,33.1,42
690,25.27827181,43.15853598,25.37,43.27,-1.87,0.13,-2.237528498,0.164780681,32.6,46
691,24.50508895,43.89160946,24.62,44.26,-1.12,-0.86,-0.667686994,-0.702368484,32,50
692,25.33638417,44.41091909,25.62,44.22,-2.12,-0.82,-2.242225344,-1.248408802,30.6,54
693,24.14688199,45.08032647,24.22,44.72,-0.72,-1.32,-0.736166866,-1.203165181,28.8,66
694,24.34133872,48.06109599,24.79,48.17,-1.29,-4.77,-0.86320714,-4.855771859,28,69
695,24.20986384,47.39310494,24.01,47.49,-0.51,-4.09,-0.218619654,-4.103567328,27.2,73
696,24.58927142,48.41091662,25,48.28,-1.5,-4.88,-1.86504066,-5.058142011,26.4,76
697,23.08637647,48.87059129,23.09,48.92,0.41,-5,0.899574194,-5.451282561,28.9,66
698,25.14867537,46.84519047,24.8,46.72,-1.3,-3.32,0,-3.211298294,28.7,67
699,25.8589403,47.66485408,26.01,48.08,-2.51,-4.68,-2.604377995,-4.772469037,28.8,68
700,23.84277424,46.95941423,23.59,47.01,-0.09,-3.61,0.172139142,-3.592968569,28.9,69
701,25.02635854,47.77456281,24.79,48.1,-1.29,-4.7,-0.985351541,-5.08042146,28.5,74
702,24.73573529,47.93922879,24.32,47.89,-0.82,-4.49,-0.763677127,-4.716653099,28.3,74
703,24.6849111,48.43472993,24.45,48.7,-0.95,-5,-0.914195967,-5.243844688,28.1,75
704,24.45373292,48.50393926,24.74,,-1.24,-5,-1.532090356,-4.852836192,28.3,72
705,23.69089598,48.35031522,24.02,47.97,-0.52,-4.57,-0.070066054,-4.646696396,28.7,70
706,24.62265073,48.03355578,24.29,,-0.79,-4.57,-0.349839368,-4.120426483,29.4,66
707,25.22828121,47.50641814,25.27,47.02,-1.77,-3.62,-2.138303835,-3.398828979,30.7,61
708,24.18432114,46.80630553,23.71,46.47,-0.21,-3.07,-0.221017621,-2.757760293,30.7,63
709,25.26643929,47.28728413,24.81,46.89,-1.31,-3.49,-0.853456376,-3.936699977,31.1,60
710,25.57969505,45.89312733,25.62,45.51,-2.12,-2.11,-2.525578256,-2.071076021,32.3,56
711,24.39817779,45.84342584,24.73,46.27,-1.23,-2.87,-1.728116314,-3.288651164,33,53
712,24.39042592,43.98608951,24.84,44.48,-1.34,-1.08,-1.607811239,-1.305139737,34,50
713,24.70452949,43.88373187,24.82,43.65,-1.32,-0.25,-1.317738063,-0.484259367,34.1,52
714,25.26588553,45.02272613,24.96,44.58,-1.46,-1.18,-1.759782455,-1.459043317,33.2,56
715,25.09292597,45.75913759,24.65,45.86,-1.15,-2.46,-1.376991057,-2.390692315,32.2,58
716,25.13734972,45.81661775,25,45.68,-1.5,-2.28,-1.6394099,-1.913124888,31.7,60
717,24.81046988,46.74016932,24.74,46.35,-1.24,-2.95,-1.7273631,-2.851060581,30.9,67
718,24.3010128,47.94107487,23.94,47.63,-0.44,-4.23,-0.704126599,-4.246734302,29.7,74
719,24.67668364,48.90612559,24.68,48.42,-1.18,-5,-1.134621613,-5.368351102,28.8,76
720,24.3667253,48.95654937,24,48.59,-0.5,-5,-0.972936869,-4.953499854,28,77
721,24.12044337,49.61173965,,49.27,-0.5,-5,-0.427849889,-5.113543928,30.5,68
722,24.96850481,48.17584779,24.98,48.14,-1.48,-4.74,-1.718277137,-4.55908381,29.9,70
723,24.23652671,47.98159442,24.26,48.43,-0.76,-5,-0.700315902,-4.75540185,29.5,69
724,24.58890547,47.42987369,24.76,47.21,-1.26,-3.81,-1.731301436,-3.31813663,29.1,64
725,23.75982294,47.42576232,24.21,47.12,-0.71,-3.72,-0.74496027,-3.23864785,28.5,69
726,23.96289808,48.50196201,24.06,48.53,-0.56,-5,-0.415005503,-5.37257874,28.3,68
727,24.41531296,47.02899086,24.02,47.06,-0.52,-3.66,-0.30360045,-4.156107996,27.8,73
728,24.78864992,48.0670847,24.43,48.52,-0.93,-5,-0.720630341,-5.32703948,28.2,68
729,24.75028959,46.72662828,24.87,46.67,-1.37,-3.27,-0.997968431,-3.095139344,30.3,59
730,24.86226324,46.08616328,24.7,46.01,-1.2,-2.61,-1.42601068,-2.829927549,32.4,53
731,24.94379992,44.63900307,24.46,44.23,-0.96,-0.83,-0.748875937,-0.388546901,34.3,45
732,26.066164,44.32265556,26.5,44.12,-3,-0.72,-2.555877626,-0.962177963,35.8,41
733,25.45705357,42.69594648,25.62,42.27,-2.12,1.13,-1.861921365,1.242487853,36.8,39
734,25.86372149,43.19924504,25.61,43.6,-2.11,-0.2,-1.86111872,0.003696191,37.9,38
735,26.40985847,42.16309222,26.22,42.53,-2.72,0.87,-3.172738225,0.599184389,38.7,38
736,25.69514855,41.92965817,25.31,42.06,-1.81,1.34,-1.835454223,1.053628471,39.3,37
737,26.58066462,41.997355,26.69,41.72,-3.19,1.68,-2.873403075,2.082571976,39.4,39
738,26.27112862,43.48045598,25.88,43.59,-2.38,-0.19,-2.840168779,-0.370733562,39,41
739,25.97673412,42.61363122,26.16,42.77,-2.66,0.63,-2.217624221,1.023442154,37.8,47
740,26.12376307,44.51434713,25.67,44.49,-2.17,-1.09,-1.983714981,-0.781415608,36.1,56
741,26.13529548,46.0300621,25.95,45.84,-2.45,-2.44,-2.875516784,-2.567051294,34.5,62
742,24.9327196,46.65699838,25.14,46.58,-1.64,-3.18,-1.731528118,-2.770824366,33.3,64
743,24.87464756,47.35477434,24.51,47.83,-1.01,-4.43,-1.275939951,-3.985029809,32.6,64
744,25.1437781,46.69878966,25.34,46.28,-1.84,-2.88,-1.931263115,0,32.3,67
745,24.64375936,50.75903173,25.01,50.76,-1.51,-5,-1.934532473,-5.481878877,29.1,77
746,23.60047502,50.52534651,23.54,50.19,-0.04,-5,0.269996843,-5.440611184,28.5,80
747,24.85037686,50.97966602,24.94,50.64,-1.44,-5,-1.3979373,-4.876902282,28.3,84
748,24.14236419,52.70683054,,52.81,-1.44,-5,-1.630284193,-4.579797447,28.3,84
749,23.34360716,54.38566698,23.56,54.79,-0.06,-5,0.342618408,-4.595577657,28,85
750,24.61750413,55.91295593,25.05,55.47,-1.55,-5,-1.305439878,-4.607858598,27.9,84
751,23.96856343,56.92250614,23.64,56.43,-0.14,-5,0.344874964,-5.319168031,27.6,84
752,25.03972571,57.01883688,25.01,56.94,-1.51,-5,-1.126713107,-4.588904023,28.2,82
753,24.54506746,57.42616548,24.96,57.73,-1.46,-5,-1.643612406,-4.587887287,28.6,80
754,23.71244156,57.3530451,23.28,56.98,0.22,-5,0.152887852,-4.534311235,30.2,66
755,25.1628411,54.54812485,25.21,54.36,-1.71,-5,-1.438963435,-5.451564789,31.6,58
