time, EO_temp, EO_humi, SI_temp, SI_humi, SO_temp, SO_humi, EI_temp, EI_humi, EP_temp, EP_humi
756,25.01130945,49.78693509,25.35,50.19,-1.85,-5,-2.08597306,-5.409348011,32.7,55
757,24.4630745,45.42020006,24.39,44.97,-0.89,-1.57,-1.070609465,-1.239955671,34.1,46
758,25.31985013,44.29620438,25.71,44.18,-2.21,-0.78,0,-0.807859569,34.4,48
759,27.13588011,44.22910393,26.9,43.97,-3.4,-0.57,-3.716464067,-0.176138945,33.6,50
760,24.71224002,45.2071442,24.83,45.27,-1.33,-1.87,-1.078013496,-1.852393682,34.5,47
761,25.59177852,43.71332168,25.47,43.54,-1.97,-0.14,-1.61916563,-0.489344611,35.1,40
762,25.87425718,42.48131273,25.59,42.72,-2.09,0.68,-1.704969373,0.405593269,35,37
763,25.99443637,41.79064345,26.07,42.1,-2.57,1.3,-2.920602686,1.521484244,34.5,45
764,24.77494641,43.95399901,24.86,43.87,-1.36,-0.47,-1.40274708,-0.585106285,32.6,60
765,24.93721005,46.57809292,25.42,46.27,-1.92,-2.87,-2.339816434,-2.844442005,31,66
766,23.80995161,47.61803233,24.16,47.51,-0.66,-4.11,-0.584485683,-4.181037114,29.7,71
767,24.4034756,48.11338875,24.21,48.45,-0.71,-5,-0.41079124,-4.603957832,29.5,73
768,25.01198924,48.48675317,25.27,48.34,-1.77,-4.94,-1.90693887,-5.050409617,29.1,77
769,23.92265252,49.13899292,24.2,48.88,-0.7,-5,-0.90106703,-4.856466234,30,67
770,24.23705499,47.8547281,23.85,47.79,-0.35,-4.39,-0.54462043,-4.082400455,29.6,69
771,24.76502356,48.00138203,24.27,48.18,-0.77,-4.78,-0.704013128,-4.649812369,29.5,68
772,25.00800572,47.35129325,24.55,47.16,-1.05,-3.76,-1.009733188,-4.078556011,29.1,70
773,24.81667139,47.80247859,24.9,48.08,-1.4,-4.68,-1.890180433,-5.15591424,28.8,73
774,23.72315668,47.68606863,23.89,47.23,-0.39,-3.83,-0.473084941,-3.783972578,28.6,73
775,24.2254404,48.96488233,24.53,48.66,-1.03,-5,-1.026867776,-5.36659801,28.4,74
776,24.03348454,48.60530785,23.58,49.01,-0.08,-5,-0.012470679,-5.373907983,28.6,71
777,24.93431696,47.7103383,25.22,47.44,-1.72,-4.04,-1.97395155,-3.641781249,29.9,60
778,23.95350202,46.52648939,23.61,46.81,-0.11,-3.41,-0.508300767,-3.900363121,32,53
779,25.05450085,43.92082839,24.74,44.41,-1.24,-1.01,-1.243951609,-1.136428485,33.5,49
780,25.49964907,43.80023423,25.08,43.4,-1.58,0,-1.782841341,0.410972536,35.4,44
781,25.69687791,44.25115992,25.31,44.01,-1.81,-0.61,-1.717020748,-1.00984405,36.5,41
782,26.14048158,42.59108388,26.12,42.54,-2.62,0.86,-2.60223716,1.062830493,36.9,39
783,25.69014811,42.9356976,25.27,43.26,-1.77,0.14,-2.257695277,0.533311918,37.2,38
784,25.73442321,42.48187,25.42,42.76,-1.92,0.64,-2.307846589,0.308141782,37.4,38
785,25.75969198,41.89363778,25.6,41.97,-2.1,1.43,-2.528268194,1.841833405,36.6,39
786,25.39948539,43.15674363,25.67,43.37,-2.17,0.03,-2.092087312,0.435611694,33.6,55
787,24.947501,45.9610066,24.63,46.41,-1.13,-3.01,-1.128506248,-2.783709834,32.8,63
788,25.38949455,46.58509544,25.62,46.54,-2.12,-3.14,-1.892329569,-2.918191388,28.7,76
789,24.15926607,49.54988497,24.29,49.93,-0.79,-5,-1.033846118,-5.1427477,28.4,69
790,23.97356674,48.29716027,24.16,48.28,-0.66,-4.88,-0.705830965,-5.207525854,28.6,69
791,24.19302243,47.23020237,24.39,47.66,-0.89,-4.26,-1.017250731,-4.661726246,28.6,67
792,24.05716721,46.52243565,24.51,46.94,-1.01,-3.54,-1.077670882,-3.818778255,28.5,69
793,23.86806289,47.19917026,23.43,46.87,0.07,-3.47,0.279212005,-3.488624008,25.1,79
794,24.39366231,50.0707122,24.17,49.95,-0.67,-5,-0.553247256,-4.614909351,24.6,79
795,23.88168259,51.24166041,24.18,51.12,-0.68,-5,-0.465331786,-5.17983222,24.2,79
796,23.48001429,51.61349611,23.23,51.43,0.27,-5,0.528607686,-5.252381086,24.1,80
797,24.13261912,52.0384158,23.93,51.65,-0.43,-5,-0.129036717,-5.032567441,23.6,81
798,23.89705858,52.7981652,,53.27,-0.43,-5,-0.115754538,-4.967993021,23.4,82
799,23.68189232,53.67053914,23.67,53.4,-0.17,-5,-0.547484918,-4.728917003,23.7,78
800,23.13802894,53.80751431,23.42,53.36,0.08,-5,0.205251412,-4.958365142,24.3,74
801,23.57567457,52.8876463,23.69,52.63,-0.19,-5,-0.624746802,-5.1779598,25.7,66
802,23.37579285,50.33215724,23.45,50.2,0.05,-5,0,-5.492298841,28,56
803,24.30063428,45.97342695,24,45.76,-0.5,-2.36,-0.348690093,-1.939146028,30.2,52
804,25.13181733,45.23959554,25.25,45.49,-1.75,-2.09,-1.36025995,-1.903077867,32.1,49
805,25.16519392,44.08859856,25.66,43.96,-2.16,-0.56,-2.645944092,-0.526254592,33.9,45
806,24.26621104,43.74462426,24.23,44.06,-0.73,-0.66,-0.820227783,-0.464724753,35.3,41
807,25.65274105,42.73097465,25.34,42.61,-1.84,0.79,-1.644188073,1.269691327,36.2,36
808,26.11800477,42.65447105,,42.57,-1.84,0.83,-1.595328357,1.036567526,36.8,36
809,26.65907546,42.36014436,26.54,42.48,-3.04,0.92,-2.825138905,1.100744588,37.4,35
810,25.98212146,41.98886008,25.49,41.56,-1.99,1.84,-1.910864403,1.76535603,36.4,39
811,26.15483276,43.15644409,25.79,43.58,-2.29,-0.18,-2.090028682,0.103411562,35.4,40
812,25.91383753,42.62856684,25.78,42.8,-2.28,0.6,-2.220130174,0.432689047,35.2,41
813,25.55093985,42.73554252,25.13,42.69,-1.63,0.71,-1.728105788,1.006943963,33.2,51
814,25.35264609,45.39537798,25.45,45.23,-1.95,-1.83,-2.416659784,-1.345300453,33.1,46
815,24.48545709,44.17100193,24.09,43.82,-0.59,-0.42,-0.447875288,-0.152999325,32.1,47
816,25.56049038,44.58380222,25.59,44.11,-2.09,-0.71,-1.609356728,-1.01711633,31.2,50
817,25.07903558,44.64992544,25.41,44.54,-1.91,-1.14,-2.228427622,-0.85958214,22.7,96
818,22.37480084,54.06035822,22.69,53.82,0.81,-5,0.68889421,-5.4519279,22.8,97
819,23.14873488,57.19635867,22.81,57.1,0.69,-5,0.345970514,-5.145825505,24.2,91
820,23.70495842,58.81126143,24.03,59,-0.53,-5,-0.220500736,-5.007274747,24.5,87
821,23.643466,59.4417344,23.75,59.66,-0.25,-5,-0.656071723,-5.210206449,24.6,86
822,23.17870108,59.54318107,23.03,59.76,0.47,-5,0.798356683,-5.083183348,24.6,87
823,24.26131755,59.95136151,24.46,60.2,-0.96,-5,0,-4.953337729,24.7,85
824,24.34905404,60.00775148,24,60.02,-0.5,-5,-0.815386415,-5.304449558,25,85
825,23.66385681,59.70175162,23.98,60.15,-0.48,-5,-0.888108234,-4.866227269,25.3,83
826,23.10297722,59.49517403,23.56,59.4,-0.06,-5,0.359272423,-5.076258838,25.8,79
827,24.0016542,58.31988039,23.52,57.83,-0.02,-5,0.051234345,-4.533411324,26.4,78
828,24.5325577,57.72249298,24.13,57.65,-0.63,-5,-0.218132739,-5.007427156,26.9,74
829,24.78791342,55.97056723,24.67,56.01,-1.17,-5,-1.331859095,-4.590709925,27.4,72
830,23.97847164,54.58574386,23.75,54.72,-0.25,-5,-0.094808757,-4.822902381,27.1,75
831,24.50796856,53.84569271,24.79,54.29,-1.29,-5,-1.151225843,-5.052928686,26.8,77
832,23.815149,53.42362548,23.68,53.3,-0.18,-5,0.229208655,-4.5397439,26.9,77
833,24.66132786,53.59915648,24.31,53.71,-0.81,-5,-1.001611409,-5.319266737,27,76
834,24.12745088,52.76005845,24.32,52.32,-0.82,-5,-1.268571146,-5.066500425,24.6,93
835,22.95338956,55.74154633,23.39,55.48,0.11,-5,-0.370924726,-5.244003415,23.9,96
836,22.77178692,58.54923365,22.3,58.27,1.2,-5,1.472052467,-5.195028424,23.5,97
837,24.389482,61.0443585,24.22,61.5,-0.72,-5,-0.890070112,-5.006886363,23.4,98
838,23.30151549,63.42860044,23.6,63.04,-0.1,-5,0.305639112,-4.848733544,23.7,98
839,23.6868515,65.4941468,23.58,65.71,-0.08,-5,-0.142600017,-5.473888814,24.3,97
840,23.66688119,66.32142863,24.05,66.52,-0.55,-5,-0.612597454,-5.067014515,24.2,94
841,23.1609075,66.79012839,23.4,67.06,0.1,-5,-0.135595644,-4.797403097,21.1,64
842,22.61313035,61.43469961,22.58,61.24,0.92,-5,0.995449288,-5.258283019,20.9,66
843,23.26595357,57.08947667,23.23,57.42,0.27,-5,0.346995134,-5.472821236,20.6,72
844,23.07975799,54.5987601,23.02,54.62,0.48,-5,0.347892683,-5.466048896,20.2,77
845,22.85169908,53.61295918,22.75,53.16,0.75,-5,1.139120817,-4.659165919,19.9,81
846,23.40048008,54.43120143,23.44,54.3,0.06,-5,0.539224026,-4.718669593,19.7,82
847,23.19960809,55.22629155,23.16,54.78,0.34,-5,0.738912013,-4.994298577,19.8,82
848,23.25859848,55.58673466,23.75,55.84,-0.25,-5,-0.339997947,-4.549756169,19.8,79
849,22.22688084,55.71963156,22.01,55.25,1.49,-5,1.66067349,-4.569145739,21.2,69
850,23.68217816,53.80655951,23.5,54.13,0,-5,0.191794872,-5.462392449,23.4,59
851,23.8175374,49.38285516,23.45,49.16,0.05,-5,0.207094598,-5.326858401,25.4,49
852,24.34112452,43.97942573,24.53,43.81,-1.03,-0.41,-0.873958378,-0.90573344,26.4,47
853,23.87894124,43.67780714,23.64,43.9,-0.14,-0.5,-0.394862905,-0.601122618,27.1,44
854,24.12829009,43.14112309,24.35,43.09,-0.85,0.31,-1.080424643,0.575545666,27.3,46
855,23.68220743,44.28844414,23.52,44.55,-0.02,-1.15,-0.051875134,-1.606844628,27.9,42
856,24.47389081,42.22391069,24.19,41.84,-0.69,1.56,-0.770927432,1.937696753,28.1,43
857,24.42818521,44.3168253,24.06,44.2,-0.56,-0.8,-0.853133676,-1.014441419,28.2,37
858,24.3294145,41.83901882,24.74,41.44,-1.24,1.96,-0.796462407,1.597370706,27.7,40
859,24.20706919,43.06858576,24.09,43.46,-0.59,-0.06,-0.277401593,0.319013002,27,45
860,24.48825376,43.77388161,24.85,43.82,-1.35,-0.42,-1.638585603,-0.258517129,25.4,55
861,23.0320174,45.76058816,22.81,45.54,0.69,-2.14,1.143544319,-1.958753541,24.5,64
862,24.46915824,47.44971699,24.26,47.42,-0.76,-4.02,-0.471578846,-3.699324508,23.9,75
863,23.88374775,49.26044908,23.71,49.37,-0.21,-5,-0.594898007,-5.461235523,23.6,82
864,23.23210019,50.34712374,22.75,50.34,0.75,-5,0.795939267,-4.536850333,23,83
865,23.98161942,52.34084866,23.9,,-0.4,-5,-0.159448946,-4.754919231,20.2,54
866,23.06584659,47.9177597,23.2,47.42,0.3,-4.02,-0.043827188,-4.108525474,19.6,56
867,22.32885008,45.42568228,22.18,45.76,1.32,-2.36,0.862934835,-2.59248291,19,56
868,22.5260149,44.94806292,22.81,45.27,0.69,-1.87,0.824956539,-1.863361294,18.4,57
869,22.52576846,45.49508904,22.11,45.87,1.39,-2.47,1.792845681,-2.379639537,18,59
870,23.41346045,45.81643169,23.19,46.13,0.31,-2.73,0.366240797,-3.026482861,17.5,60
871,22.59700916,45.62666249,23.08,45.45,0.42,-2.05,0.426257474,-2.484369028,17,63
872,21.9038648,46.61696097,22.15,46.28,1.35,-2.88,1.577027774,-3.062703137,16.8,61
873,22.46011961,46.43086564,22.96,45.94,0.54,-2.54,0.18556551,-2.172451475,18.2,56
874,21.7936612,46.17224103,21.56,45.86,1.94,-2.46,2.048907282,-2.487702093,20.8,48
875,23.64383624,44.05009073,23.62,44.09,-0.12,-0.69,-0.206027503,-0.601684632,22.7,45
876,23.24904149,43.63838796,23.2,43.81,0.3,-0.41,0.034237671,-0.679234538,24.8,44
877,23.59347086,43.03147583,24.06,42.85,-0.56,0.55,-0.498826323,0.359497654,26.3,44
878,23.63595037,43.58467832,23.57,43.88,-0.07,-0.48,-0.012058444,-0.863095622,26.8,45
879,24.25670185,43.00464703,24.47,42.88,-0.97,0.52,-1.232506366,0.497454543,26.9,45
880,23.55285511,43.90117217,23.44,43.83,0.06,-0.43,0.35709655,6.21E-04,27.7,41
881,24.73938064,43.32155846,24.89,43.49,-1.39,-0.09,-1.282630517,-0.386218872,27.8,42
882,24.068874,42.6710279,24.5,42.3,-1,1.1,-1.402667105,1.325292861,27.8,41
883,23.41243209,43.66211518,23.39,43.94,0.11,-0.54,-0.276960626,-0.559102216,27,44
884,23.85298505,43.17058993,23.95,42.83,-0.45,0.57,-0.389528883,0,25.4,50
885,23.77285916,44.53647194,23.53,44.96,-0.03,-1.56,-0.384811966,-1.272786973,24,56
886,23.43347536,45.55639058,23.93,46.05,-0.43,-2.65,-0.730369859,-2.923940086,23.2,57
887,22.65641043,44.92117238,22.85,44.92,0.65,-1.52,0.555570865,-1.312755604,22.6,60
888,23.20069921,46.6241823,23,46.18,0.5,-2.78,0.803784132,-2.687735586,22.2,62
889,23.8043435,47.01161025,23.99,47.08,-0.49,-3.68,-0.173066547,-3.199307852,21,66
890,23.07040825,47.60998035,22.74,47.14,0.76,-3.74,0.567157755,-4.020388534,20.5,64
891,23.12348436,46.86759575,23.47,46.58,0.03,-3.18,-0.195996435,-2.741032236,20,70
892,22.30279105,48.75304436,22.58,48.99,0.92,-5,0.462818069,-4.555046797,19.7,70
893,22.24505091,48.44738869,21.77,48.03,1.73,-4.63,1.436465423,-4.402686899,19.5,70
894,23.13250615,48.35522406,23.08,48.12,0.42,-4.72,-0.052261786,-4.794166477,19.3,73
895,22.31374313,48.49001277,22.58,48.54,0.92,-5,0.555741532,-5.422829568,19,76
896,22.20673604,48.56918065,22.28,48.51,1.22,-5,0.817546279,-4.542001843,19,74
897,22.38293511,49.11334267,22.51,48.88,0.99,-5,1.364126315,-5.212396443,19.8,71
898,23.2304744,48.2782777,22.91,48.51,0.59,-5,1.016873803,-5.223343313,21.5,61
899,23.90125333,45.59927884,24.26,46.02,-0.76,-2.62,-0.548871944,-2.511602278,22.9,59
900,23.15213072,45.7678208,22.91,45.53,0.59,-2.13,1.054303315,-2.526540165,23.6,55
901,24.29600789,45.08771647,23.96,45.38,-0.46,-1.98,-0.939596317,-1.817495983,24.9,51
902,23.47720999,44.4526772,23.1,44.57,0.4,-1.17,0.538012588,-1.386266334,26.5,39
903,24.61978058,41.97587542,24.41,41.54,-0.91,1.86,-0.434315834,2.144498036,26.1,40
904,24.48150863,43.72519837,24.85,43.59,-1.35,-0.19,0,0.273861227,25.9,39
905,24.76520691,43.05401993,24.78,43.01,-1.28,0.39,-0.914775341,0.568705037,25.6,41
906,24.01739018,43.21192098,23.69,43.1,-0.19,0.3,0.095876632,-0.096800041,25,44
907,24.30978878,43.27273674,24.78,43.5,-1.28,-0.1,-1.211976259,-0.368338561,24,55
908,23.03585476,45.24985083,23,45.6,0.5,-2.2,0.10406673,-2.378688169,23.5,58
909,23.23275054,45.4211925,23.64,45.43,-0.14,-2.03,0.336063728,-2.220775514,22.6,67
910,23.44226416,47.51617848,23.63,47.31,-0.13,-3.91,-0.457030241,-3.433220003,21.7,63
911,22.63678109,47.17972278,22.33,47.35,1.17,-3.95,0.936053557,-3.712509465,20.9,71
912,23.22547843,48.23126876,23.7,48.66,-0.2,-5,-0.408277464,-5.003934979,20.4,57
913,22.25210528,44.98108003,21.94,45.46,1.56,-2.06,1.537335751,-1.966889737,17,51
914,22.73901997,44.21797429,23.01,43.77,0.49,-0.37,0.4459623,-0.302222426,16.6,53
915,21.95717828,45.672157,22.07,45.83,1.43,-2.43,1.118701987,-2.78505861,16.6,54
916,22.00444461,44.55266699,22.27,44.68,1.23,-1.28,1.032517712,-1.066087275,16.5,57
917,21.9360734,45.97604632,21.98,46.33,1.52,-2.93,1.417973418,-3.362444513,16.4,59
918,22.24683214,45.21839254,22.72,45.49,0.78,-2.09,1.09199044,-2.371587601,16.3,61
919,22.14945615,46.00312643,21.82,46.44,1.68,-3.04,1.961948924,-2.960860589,16.3,62
920,22.94151384,46.24164056,22.93,46.72,0.57,-3.32,1.015722044,-3.569860406,16.3,62
921,22.62893312,45.82345204,22.95,46.17,0.55,-2.77,0.188476551,-3.080161412,16.7,60
922,21.63162305,45.57860022,21.44,45.24,2.06,-1.84,2.35055512,-1.430428948,17.7,54
923,23.19585356,45.83245123,23.6,45.81,-0.1,-2.41,0.368638062,-2.505376432,19.4,47
924,22.80532091,43.56058455,22.83,43.48,0.67,-0.08,0.38730572,-0.466481941,20.5,42
925,22.73156245,42.7819857,22.29,42.62,1.21,0.78,1.091302834,1.136949985,22.5,37
926,23.77655279,42.76253854,23.76,42.68,-0.26,0.72,0.146503439,0.922372074,23.4,34
927,23.84774567,41.93240291,23.6,42.26,-0.1,1.14,0.095827901,1.141894295,24.1,33
928,23.99402444,41.28781662,23.74,40.92,-0.24,2.48,-0.661975195,2.902005475,24.7,35
929,23.47324436,42.93225877,23.94,42.88,-0.44,0.52,-0.672557178,0.872752924,24.4,35
930,22.98603831,42.21855994,23.25,41.89,0.25,1.51,-0.031107545,1.97236515,23.6,38
931,23.0777231,43.3472131,23.56,43.41,-0.06,-0.01,-0.148963211,-0.473609815,22.1,45
932,22.73321527,43.20416067,22.59,43.61,0.91,-0.21,1.242761824,-0.019026837,20.7,46
933,23.56933404,43.7443017,23.74,43.3,-0.24,0.1,0.004988799,0.556048429,20,46
934,22.86045603,44.75148979,23.18,44.92,0.32,-1.52,0.336249597,-1.628413041,18.9,43
935,22.40461442,42.77277879,22.64,42.38,0.86,1.02,1.157370613,1.084170003,18.1,43
936,22.70106215,43.90239303,,43.49,0.86,-0.09,0.600328193,-0.357811239,17.4,46
937,22.24117791,43.96410319,22.01,43.95,1.49,-0.55,1.719834497,-0.843355465,14.5,74
938,22.41277683,49.12792709,22.43,49.03,1.07,-5,0.573632843,-4.506815612,13.8,75
939,21.26385431,49.79552606,20.77,49.75,2.73,-5,2.366824846,-5.013617158,13.2,77
940,22.01790829,50.22280369,22.14,50.39,1.36,-5,0.981337235,-5.141688168,12.6,78
941,21.11566387,50.63655478,21.6,50.56,1.9,-5,1.5540007,-5.262983203,12.1,80
942,20.86653179,51.24626062,20.86,51.49,2.64,-5,2.790268972,-5.447936118,11.8,82
943,21.84349441,51.94907238,21.37,52.36,2.13,-5,1.974575167,-5.298312545,11.4,84
944,21.72937069,53.06094536,,52.67,2.13,-5,2.504814034,-4.64512527,11.2,85
945,22.12831059,54.80363102,21.72,54.36,1.78,-5,1.389291971,-5.433525205,11.8,73
946,21.45194044,53.00937961,21.68,53.33,1.82,-5,1.472961195,-4.519912899,14.4,61
947,21.51451355,50.08759079,21.2,49.84,2.3,-5,2.282821584,-4.527623355,17.3,53
948,22.95443242,46.14244928,22.69,46.39,0.81,-2.99,0.745333967,-3.002692332,20.3,46
949,23.1688799,43.11126709,23.39,42.77,0.11,0.63,0.449295805,0.159330492,21.4,40
950,23.26439973,42.64834416,23.49,42.85,0.01,0.55,-0.389489224,0.923148382,22.5,40
951,22.72203056,43.04182371,22.69,42.91,0.81,0.49,1.067825911,0.371717205,23.4,35
952,23.92545036,41.80517617,23.72,41.53,-0.22,1.87,-0.11645648,2.1232745,24.1,34
953,23.84390381,42.36741544,23.83,41.9,-0.33,1.5,-0.257113831,1.529230118,24,34
954,23.61800921,42.22316247,23.18,41.76,0.32,1.64,0.035511084,1.198107913,23.3,36
955,23.58991845,42.17663789,23.91,41.76,-0.41,1.64,-0.601913307,2.121144011,21.5,43
956,22.57002146,44.46245432,22.69,44.66,0.81,-1.26,0.442047057,-1.174520323,20,49
957,22.49806422,44.19544313,22,,1.5,-1.26,1.0461905,-1.280729542,18.6,55
958,22.76464188,45.07562497,22.51,44.98,0.99,-1.58,0.905013552,-1.419810014,17.6,59
959,22.63672705,46.44068996,23.06,46.48,0.44,-3.08,-0.006565926,-3.512952523,16.9,63
960,21.48281572,46.23959944,21.6,46.3,1.9,-2.9,1.699555004,-2.828660631,16.1,63
961,22.10580758,46.76301892,22.35,46.81,1.15,-3.41,0.733848834,-3.723102245,16.6,53
962,21.7384949,44.28731289,21.34,44.61,2.16,-1.21,2.576403294,-1.276516042,16.6,57
963,23.28719921,45.55333427,22.92,46,0.58,-2.6,0.899819868,-2.111799932,14.4,91
964,22.40957924,52.53086749,22.3,52.76,1.2,-5,0.946983945,-4.558197677,14.3,95
965,21.73464733,56.46649631,21.87,56.52,1.63,-5,1.153326874,-5.383386314,14.3,92
966,21.40104474,58.18981074,21.66,58.43,1.84,-5,1.912534978,-4.734513581,13.6,89
967,21.75337077,59.61733501,21.75,59.56,1.75,-5,1.515698493,-5.097352326,12.6,86
968,21.43839511,59.79651568,21.85,59.7,1.65,-5,1.934498096,-4.981621861,12.3,84
969,21.54521418,59.65559068,21.18,59.86,2.32,-5,2.696031756,-5.102792203,11.8,80
970,22.2922031,58.62168034,22.08,58.55,1.42,-5,1.37655638,-4.982108295,12,72
971,21.61031886,56.31523598,21.27,56.39,2.23,-5,2.724534552,-4.828964531,12,61
972,22.41278964,52.42322425,22.08,52.5,1.42,-5,1.139644785,-4.504847348,12.7,50
973,21.6098765,47.43373205,21.98,47.71,1.52,-4.31,1.70099612,-4.052902517,13.7,43
974,21.72889732,42.49408313,21.78,42.52,1.72,0.88,1.287662299,0.83857662,14.3,43
975,21.53078015,43.43384312,21.07,43.23,2.43,0.17,1.947160356,0.247007592,14,43
976,21.97178448,43.59408209,21.62,43.55,1.88,-0.15,1.561741416,-0.023381376,13.7,44
977,21.879169,43.65188429,21.98,43.96,1.52,-0.56,1.771910329,-0.642387328,13.8,43
978,22.03524553,42.87912011,22.39,42.51,1.11,0.89,0.956652806,0.652443662,13.1,45
979,21.20484923,43.95573975,21.16,43.98,2.34,-0.58,2.026753333,-1.071490602,12.2,45
980,21.43063272,43.0931012,21.12,42.9,2.38,0.5,2.5429529,0.996309638,11.3,50
981,21.94745907,45.47079059,21.74,45.61,1.76,-2.21,1.378587196,-1.863047979,10.6,48
982,21.05655445,44.1135845,21.5,44.17,2,-0.77,1.785403132,-0.942102153,9.9,50
983,20.6106467,44.34876544,20.22,44.46,3.28,-1.06,3.359910457,-0.875519989,9.2,55
984,21.68842781,45.60349237,21.52,46.02,1.98,-2.62,2.238668721,-2.758943672,8.5,52
985,21.28941097,44.12385022,20.98,44.08,2.52,-0.68,2.691520472,-1.15067982,12.3,75
986,22.18304925,49.14840036,22.43,48.87,1.07,-5,1.048602171,-4.658595681,11.5,74
987,21.09504157,49.4601246,21.02,49.89,2.48,-5,2.412401955,-5.357322633,10.8,77
988,21.44843521,49.61077705,21.44,49.36,2.06,-5,2.256497083,-4.731257081,10.2,80
989,21.45524525,50.95736456,21.03,50.47,2.47,-5,2.652021856,-5.415252328,9.7,76
990,21.75621806,50.55063932,21.4,50.14,2.1,-5,2.506159818,-5.108412445,9.2,77
991,21.75113426,50.73209901,21.58,50.91,1.92,-5,1.760323329,-4.744848013,8.8,77
992,20.92123074,51.2408312,20.43,51.44,3.07,-5,2.728663034,-4.980363011,8.6,77
993,21.18564763,51.41230195,21.34,51.01,2.16,-5,1.76388267,-5.476542771,9.2,68
994,20.55240077,49.25329879,20.15,48.98,3.35,-5,2.999723232,-4.789681554,11.2,63
995,21.68164385,47.21295747,21.55,47.16,1.95,-3.76,1.858284903,-4.237351487,14,58
996,22.00359998,45.13301449,22.31,44.75,1.19,-1.35,0.976208808,-1.809611177,15.5,25
997,21.67908879,39.29680042,21.93,39.39,1.57,4.01,1.132636912,4.130306909,16.2,29
998,21.71590795,41.36774724,21.38,40.98,2.12,2.42,2.327121849,2.083616896,17.7,25
999,23.23984821,40.17781469,23.35,40.54,0.15,2.86,0.573528075,2.875725315,18.3,24
1000,22.82540664,39.81797707,22.45,39.35,1.05,4.05,1.524538803,3.550238001,18.3,21
1001,23.44486412,39.60461965,23.54,40.04,-0.04,3.36,0.304833612,3.249375687,18,26
1002,22.6607249,40.13307141,22.68,40.18,0.82,3.22,0.819673307,3.623038621,16.9,34
1003,22.32825323,42.52949575,21.88,42.68,1.62,0.72,1.24148428,0.456311376,14.6,39
1004,22.02408686,42.27990798,22.2,42.18,1.3,1.22,1.449312913,1.117182763,13.2,42
1005,21.7085824,43.34110914,21.24,43,2.26,0.4,2.266562173,0.842977667,12.2,47
1006,22.0734281,44.91586498,21.73,44.86,1.77,-1.46,1.600118895,-1.225599787,10.8,53
1007,21.41886137,45.3070922,21.58,45.79,1.92,-2.39,1.473116679,-2.691093102,9.9,50
1008,20.58820578,43.55458066,20.85,43.76,2.65,-0.36,2.373446965,-0.08013104,9.7,56
1009,20.78401159,45.96353349,21.18,45.55,2.32,-2.15,2.058056958,-1.927627051,10.8,80
1010,20.84526623,50.84319974,21.32,50.94,2.18,-5,0,-4.651667237,10.2,84
1011,18.71621298,52.82289255,18.7,52.59,4.8,-5,4.38466053,-5.120847762,9.5,87
1012,21.25763092,54.53746628,21.72,54.26,1.78,-5,2.174001603,-4.76589632,9.4,85
1013,21.06010634,55.8640767,21.33,55.86,2.17,-5,2.449282212,-4.507038414,9,87
1014,21.09736728,57.58422295,21.01,57.69,2.49,-5,2.666556766,-4.770539761,8.5,87
1015,21.24445059,58.6968386,20.95,58.48,2.55,-5,3.037472057,-5.100783348,8.1,88
1016,21.65303253,59.45668753,21.57,59.31,1.93,-5,1.58045315,-5.400203943,7.8,90
1017,20.46287917,60.16514608,20.26,60.54,3.24,-5,3.311334124,-4.79460007,8.1,85
1018,21.30163746,60.3375168,21.54,60.33,1.96,-5,1.710019908,-4.661149919,10.1,72
1019,20.77132988,58.00886352,21.15,57.63,2.35,-5,2.191007113,-5.280580401,13,63
1020,21.40807102,53.72651041,20.98,53.42,2.52,-5,2.226568897,-4.742458701,15.7,53
1021,22.49302571,48.83874963,22.18,49.01,1.32,-5,1.19695998,-4.846788108,16.8,48
1022,22.55138055,43.82421159,22.3,43.51,1.2,-0.11,1.629296315,-0.16743134,17.2,43
1023,23.11040075,43.49193794,23.04,43.04,0.46,0.36,-0.002109864,0.026304648,17.6,39
1024,22.00621074,42.619855,22.14,42.12,1.36,1.28,1.232250736,1.73973736,18,40
1025,22.43721933,43.83562136,22.82,43.87,0.68,-0.47,0.645095401,-0.003810794,18.2,42
1026,22.23487086,43.46468629,22.48,43.62,1.02,-0.22,0.928393443,-0.346686692,17,47
1027,22.11629013,43.82506234,22.59,43.58,0.91,-0.18,0.770563397,-0.664476924,15.1,53
1028,21.4835955,44.99557295,21.19,45.46,2.31,-2.06,2.733368812,-2.021585879,13.9,61
1029,22.70024521,46.17487248,22.71,46.19,0.79,-2.79,0.836853602,-2.40217308,13.1,63
1030,21.61704977,47.1377249,21.33,47.62,2.17,-4.22,2.616625233,-4.087593706,12.1,67
1031,22.33026505,47.02258622,22.76,47.34,0.74,-3.94,0.954868784,-3.909027162,11.6,71
1032,21.13908082,47.90904181,21.21,48.15,2.29,-4.75,2.470555046,-4.503777564,11,74
1033,21.58181971,48.62345589,21.59,48.63,1.91,-5,1.575109873,-4.564928234,7.1,59
1034,20.26056564,46.13383648,20.12,46.33,3.38,-2.93,3.780051594,-3.104636066,6.6,66
1035,21.3085041,47.00243311,21.44,47.23,2.06,-3.83,1.921249864,-3.884738581,6.4,65
1036,20.24805315,46.71720791,19.85,46.36,3.65,-2.96,3.229244316,-2.489987574,5.6,69
1037,20.54768683,48.68377875,20.63,48.85,2.87,-5,2.838002021,-5.449222445,5,71
